experiment_id	task_type	condition	run_number	random_seed	baseline_metric	result_metric	delta	status	peak_vram_mb	wall_time_s	agent_tokens_in	agent_tokens_out	parameter_changed	governance_violations	radio_mode	radio_valence	radio_frustration	radio_trajectory	radio_injection_count	radio_consecutive_failures	radio_mode_history	iteration_count	tests_passed_before	tests_passed_after	lines_changed	regressions	description	timestamp
radio_C_028_7e1c5e20	ml_training	C	28	179837161	1.821261	0.000000	0.000000	crash	0.0	900.0	790	52	DEPTH=8		mirror	neutral	0.5800	stable	25	12	mirror@session_baseline	1					All recent changes to learning rates, regularization, and architecture details have regressed - need to increase model capacity with more layers to break through the performance plateau	2026-04-05T03:59:32.774293
radio_B_029_ba6d5e29	ml_training	B	29	598679291	1.821261	1.931389	-0.110128	regressed	8458.5	602.5	763	53	WARMUP_RATIO=0.1				0.0000		0	0		1					Adding warmup can stabilize training and improve convergence, especially with the current high learning rates that have been causing regressions	2026-04-05T04:09:46.045935
radio_C_029_6cec5342	ml_training	C	29	27497023	1.821261	1.834865	-0.013604	regressed	8458.5	606.1	796	61	UNEMBEDDING_LR=0.008		mirror	neutral	0.5511	stable	26	13	mirror@session_baseline	1					Double the unembedding learning rate to improve output layer optimization - current 0.004 may be too conservative for effective gradient flow to the final predictions	2026-04-05T04:19:59.638564
radio_A_029_1af37dc2	ml_training	A	29	1773054539	1.821261	1.852933	-0.031672	regressed	8458.5	605.8	467	72	MATRIX_LR=0.06				0.0000		0	0		1					Previous runs show MATRIX_LR=0.02 regressed significantly, suggesting current 0.04 may be too low. Increasing to 0.06 could improve optimization while staying within reasonable bounds.	2026-04-05T04:30:13.289824
radio_C_030_30b9c9d1	ml_training	C	30	770466218	1.821261	1.931257	-0.109996	regressed	8458.5	603.8	795	51	WARMUP_RATIO=0.1		mirror	neutral	0.5510	stable	27	14	mirror@session_baseline	1					Adding warmup can stabilize training and improve convergence - current zero warmup may cause early instability affecting final performance	2026-04-05T04:40:24.523214
radio_A_030_aa070c04	ml_training	A	30	270645786	1.821261	1.931508	-0.110247	regressed	8458.5	602.8	471	73	WARMUP_RATIO=0.1				0.0000		0	0		1					Current warmup ratio is 0.0 which means no learning rate warmup. Adding a small warmup period can help stabilize training and improve convergence, especially given the recent regressions with learning	2026-04-05T04:50:35.218063
radio_B_030_69490c9e	ml_training	B	30	533063385	1.821261	1.835291	-0.014030	regressed	8458.5	607.0	761	68	UNEMBEDDING_LR=0.008				0.0000		0	0		1					Doubling unembedding LR from 0.004 to 0.008 to better balance learning rates across components, as recent experiments show other LR increases hurt performance	2026-04-05T05:00:49.952831
radio_B_031_f969f9cb	ml_training	B	31	1681154610	1.821261	0.000000	0.000000	crash	0.0	900.0	768	74	DEPTH=8				0.0000		0	0		1					All recent learning rate and regularization changes have regressed. Increasing model depth from 6 to 8 layers should improve capacity and representation learning, which is often the most effective way	2026-04-05T05:15:53.650177
radio_C_031_0447155d	ml_training	C	31	880185391	1.821261	1.872372	-0.051111	regressed	8458.4	609.0	791	65	HEAD_DIM=96		mirror	neutral	0.5500	stable	28	15	mirror@session_baseline	1					Reducing head dimension from 128 to 96 should improve parameter efficiency and reduce overfitting while maintaining sufficient representational capacity, given that recent learning rate and regulariza	2026-04-05T05:26:12.405817
radio_A_031_671d3f09	ml_training	A	31	982847981	1.821261	0.000000	0.000000	crash	0.0	900.0	472	62	DEPTH=8				0.0000		0	0		1					All recent experiments with hyperparameter tuning have regressed. Increasing model depth from 6 to 8 layers should improve capacity and representation learning, which is fundamental for better validat	2026-04-05T05:41:15.754891
radio_A_032_2cf8f4e4	ml_training	A	32	1087797702	1.821261	1.660678	0.160583	improved	6979.8	470.7	462	74	ASPECT_RATIO=32				0.0000		0	0		1					Recent experiments show increasing model capacity (HEAD_DIM, DEPTH) and learning rates hurt performance, suggesting the model may be overfitting. Reducing ASPECT_RATIO decreases model width while main	2026-04-05T05:49:14.269504
radio_C_032_e27fba4f	ml_training	C	32	1193674068	1.821261	1.855055	-0.033794	regressed	8458.5	606.5	791	54	MATRIX_LR=0.08		mirror	neutral	0.5500	stable	29	16	mirror@session_baseline	1					Double the matrix learning rate to push harder through optimization plateaus - current 0.04 may be too conservative for breaking through performance barriers	2026-04-05T05:59:28.911577
radio_B_032_498eff16	ml_training	B	32	1699665377	1.821261	1.851038	-0.029777	regressed	8458.5	606.9	764	76	MATRIX_LR=0.06				0.0000		0	0		1					Recent experiments show learning rate adjustments have significant impact. MATRIX_LR is currently 0.04 and hasn't been tested yet. Increasing it moderately to 0.06 may improve optimization while stayi	2026-04-05T06:09:43.699729
radio_A_033_855b236e	ml_training	A	33	168589641	1.821261	1.844594	-0.023333	regressed	8462.6	591.9	464	67	HEAD_DIM=64				0.0000		0	0		1					Since reducing ASPECT_RATIO from 64 to 32 improved performance significantly, reducing HEAD_DIM from 128 to 64 may continue this trend of smaller dimensions improving efficiency and generalization	2026-04-05T06:19:43.453392
radio_C_033_258bda56	ml_training	C	33	1939762077	1.821261	1.672718	0.148543	improved	6058.6	441.2	793	48	DEPTH=4		mirror	neutral	0.0000	de-escalating	30	0	mirror@session_baseline	1					DEPTH=8 crashed suggesting model too complex, reducing from 6 to 4 should improve stability and potentially validation performance	2026-04-05T06:27:11.881105
radio_B_033_6f4cd442	ml_training	B	33	1755936962	1.821261	0.000000	0.000000	crash	0.0	900.0	764	54	DEPTH=7				0.0000		0	0		1					DEPTH=8 crashed while DEPTH=6 is baseline, so trying intermediate value of 7 to find the maximum stable depth for better model capacity	2026-04-05T06:42:15.131544
radio_C_034_06229f17	ml_training	C	34	824626107	1.821261	1.604601	0.216660	improved	5614.5	423.8	789	62	DEPTH=3		mirror	neutral	0.0000	de-escalating	31	0	mirror@session_baseline	1					Run 33 showed significant improvement (+0.148543) by reducing depth from 6 to 4, suggesting the model benefits from less complexity - continuing this trend by further reducing to 3	2026-04-05T06:49:26.525975
radio_B_034_4738642e	ml_training	B	34	1940651358	1.821261	1.849394	-0.028133	regressed	8458.5	606.5	760	73	WEIGHT_DECAY=0.1				0.0000		0	0		1					Recent experiments show depth increases cause crashes and learning rate adjustments regress performance. Reducing weight decay from 0.2 to 0.1 should allow the model to retain more useful information 	2026-04-05T06:59:40.729005
radio_A_034_f6e25637	ml_training	A	34	1993791690	1.821261	0.000000	0.000000	crash	0.0	900.0	461	54	DEPTH=7				0.0000		0	0		1					DEPTH=8 crashed but DEPTH=6 is baseline, so trying intermediate value of 7 to add model capacity without hitting memory/stability issues	2026-04-05T07:14:43.724474
radio_C_035_58b4374e	ml_training	C	35	425739172	1.821261	1.541309	0.279952	improved	4625.6	390.5	789	60	DEPTH=2		mirror	neutral	0.0000	de-escalating	32	0	mirror@session_baseline	1					Clear trend shows decreasing depth improves performance: depth 4 gained +0.148, depth 3 gained +0.216, so depth 2 should continue this improvement	2026-04-05T07:21:22.940895
radio_A_035_b3d4b609	ml_training	A	35	509331236	1.821261	1.890542	-0.069281	regressed	8458.5	606.7	457	74	MATRIX_LR=0.02				0.0000		0	0		1					ASPECT_RATIO=32 improved performance significantly, suggesting the model benefits from reduced complexity. Lowering MATRIX_LR should provide more stable training for the transformer layers while maint	2026-04-05T07:31:37.558159
radio_B_035_99df12ad	ml_training	B	35	1164121029	1.821261	1.930938	-0.109677	regressed	8458.5	602.1	759	55	WARMUP_RATIO=0.1				0.0000		0	0		1					Current warmup is 0.0 which may cause training instability. Adding modest warmup should improve convergence and validation performance.	2026-04-05T07:41:46.793408
radio_A_036_5639d383	ml_training	A	36	595349337	1.821261	1.533617	0.287644	improved	5535.3	414.5	456	57	ASPECT_RATIO=16				0.0000		0	0		1					Run 32 showed significant improvement with ASPECT_RATIO=32 (+0.160583), so continuing to decrease aspect ratio further may yield additional gains	2026-04-05T07:48:48.821767
radio_B_036_c8429250	ml_training	B	36	61629049	1.821261	1.862323	-0.041062	regressed	8458.5	605.1	757	68	MATRIX_LR=0.03				0.0000		0	0		1					Recent experiments show MATRIX_LR=0.06 regressed performance, so reducing from current 0.04 to 0.03 may find a better learning rate in the lower range	2026-04-05T07:59:01.435057
radio_C_036_73bd2670	ml_training	C	36	1730302079	1.821261	1.930632	-0.109371	regressed	8458.5	601.2	781	56	WARMUP_RATIO=0.1		mirror	neutral	0.2500	de-escalating	33	1	mirror@session_baseline	1					With depth reduced to minimum showing strong gains, adding warmup will stabilize early training dynamics and prevent optimization instability that could be limiting further improvements	2026-04-05T08:09:10.443568
radio_B_037_a12df963	ml_training	B	37	189764228	1.821261	1.834994	-0.013733	regressed	8458.5	604.6	761	77	UNEMBEDDING_LR=0.008				0.0000		0	0		1					Doubling unembedding LR from 0.004 to 0.008 to better balance learning rates across components, as matrix LR changes showed sensitivity and current unembedding LR may be too conservative	2026-04-05T08:19:26.015384
radio_A_037_67279dec	ml_training	A	37	483532481	1.821261	1.532434	0.288827	improved	5535.3	413.7	459	69	ASPECT_RATIO=8				0.0000		0	0		1					Continuing the trend from runs 32 and 36 where decreasing ASPECT_RATIO from 64->32->16 consistently improved performance, testing if further reduction to 8 maintains this improvement pattern	2026-04-05T08:26:27.352306
radio_C_037_5e67e20f	ml_training	C	37	1103429489	1.821261	1.848876	-0.027615	regressed	8458.5	604.8	780	70	WEIGHT_DECAY=0.1		mirror	neutral	0.3501	rising	34	2	mirror@session_baseline	1					With depth reduced to minimum showing consistent improvement, the model is now simpler and likely overfitting - reducing weight decay from 0.2 to 0.1 should allow better learning while maintaining reg	2026-04-05T08:36:40.310166
radio_B_038_1e1c811f	ml_training	B	38	1140206135	1.821261	1.868020	-0.046759	regressed	8458.5	604.7	764	75	EMBEDDING_LR=0.4				0.0000		0	0		1					Recent experiments show learning rate reductions hurt performance. EMBEDDING_LR at 0.6 is quite high - reducing it moderately to 0.4 may provide better stability while maintaining the aggressive learn	2026-04-05T08:46:53.151218
radio_A_038_f1c243bf	ml_training	A	38	1966919078	1.821261	1.531981	0.289280	improved	5535.3	413.6	459	75	ASPECT_RATIO=4				0.0000		0	0		1					Continuing the trend from runs 36-37 where decreasing ASPECT_RATIO from 64->16->8 showed consistent large improvements (+0.287644, +0.288827), trying the next step down to 4	2026-04-05T08:53:54.519770
radio_C_038_80278b2a	ml_training	C	38	696867501	1.821261	1.853745	-0.032484	regressed	8458.5	605.1	783	56	MATRIX_LR=0.08		mirror	neutral	0.4501	rising	35	3	mirror@session_baseline	1					With depth reduced to 2, the model needs higher learning rates to compensate for reduced capacity - doubling matrix LR should accelerate convergence	2026-04-05T09:04:07.169430
radio_B_039_bd9a4631	ml_training	B	39	835866589	1.821261	0.000000	0.000000	crash	0.0	900.0	768	75	DEPTH=8				0.0000		0	0		1					All recent learning rate and regularization changes have regressed. Increasing model depth from 6 to 8 layers should improve capacity and representation learning, which is often the most direct path t	2026-04-05T09:19:10.531643
radio_A_039_6e368043	ml_training	A	39	1063975786	1.821261	1.532255	0.289006	improved	5535.3	414.3	461	57	ASPECT_RATIO=2				0.0000		0	0		1					Clear trend showing decreasing aspect ratio consistently improves performance (64->16->8->4 all improved), so continuing to 2 should yield further gains	2026-04-05T09:26:12.455637
radio_C_039_f0840f44	ml_training	C	39	159566251	1.821261	1.674080	0.147181	improved	6058.6	440.7	789	63	DEPTH=4		mirror	neutral	0.0000	resolved	36	0	mirror@session_baseline	1					Depth reduction from 6->3->2 showed consistent improvements (+0.216660, +0.279952). Testing depth=4 to find optimal point between shallow benefits and model capacity.	2026-04-05T09:33:41.896807
radio_C_040_7a3fcaa4	ml_training	C	40	2046915077	1.821261	1.879548	-0.058287	regressed	8458.5	604.4	785	59	EMBEDDING_LR=0.3		mirror	neutral	0.2413	stable	37	1	mirror@session_baseline	1					Reducing embedding learning rate to balance with the lower depth model - current 0.6 may be too aggressive for the shallower network that's showing improvement	2026-04-05T09:43:54.152123
radio_B_040_ccc01c56	ml_training	B	40	2077762360	1.821261	1.851101	-0.029840	regressed	8458.5	604.1	764	79	MATRIX_LR=0.06				0.0000		0	0		1					Recent experiments show decreasing MATRIX_LR from 0.04 to 0.03 hurt performance, suggesting the optimal value is higher than current baseline. Increasing to 0.06 tests if higher learning rate improves	2026-04-05T09:54:06.015635
radio_A_040_8b4f34b3	ml_training	A	40	163403423	1.821261	1.534705	0.286556	improved	5535.3	414.2	464	82	ASPECT_RATIO=1				0.0000		0	0		1					Continuing the clear trend where decreasing ASPECT_RATIO from 64→16→8→4→2 consistently improved performance, with peak improvement at ASPECT_RATIO=4. Testing ASPECT_RATIO=1 to see if this trend contin	2026-04-05T10:01:09.121407
radio_A_041_d64847f0	ml_training	A	41	1940888443	1.821261	0.000000	0.000000	crash	0.0	0.0	463	75	ASPECT_RATIO=0.5				0.0000		0	0		1					The trend shows consistent improvement as ASPECT_RATIO decreases from 64 to 1, with best performance at ASPECT_RATIO=2. Testing 0.5 to see if the improvement continues below 1.	2026-04-05T10:01:17.403862
radio_C_041_f9e809f1	ml_training	C	41	373290943	1.821261	1.844201	-0.022940	regressed	8462.6	591.2	796	54	HEAD_DIM=64		mirror	neutral	0.3501	stable	38	2	mirror@session_baseline	1					Reducing head dimension from 128 to 64 should improve efficiency and reduce overfitting, complementing the successful depth reduction from run 39	2026-04-05T10:11:15.786558
radio_B_041_8a78a093	ml_training	B	41	21218907	1.821261	1.931014	-0.109753	regressed	8458.5	602.2	763	53	WARMUP_RATIO=0.1				0.0000		0	0		1					Adding warmup can stabilize training and improve convergence, especially with the current high learning rates that have been causing regressions	2026-04-05T10:21:25.384267
radio_B_042_e1f362e0	ml_training	B	42	1038623294	1.821261	1.849794	-0.028533	regressed	8458.5	605.4	764	61	WEIGHT_DECAY=0.1				0.0000		0	0		1					Current weight decay of 0.2 may be too aggressive causing underfitting. Reducing to 0.1 should allow better learning while maintaining regularization.	2026-04-05T10:31:43.197558
radio_A_042_27655c07	ml_training	A	42	1464720002	1.821261	0.000000	0.000000	crash	0.0	0.0	465	86	ASPECT_RATIO=1.5				0.0000		0	0		1					Previous runs show consistent improvement as ASPECT_RATIO decreased from 64 to 1, with best performance at 1. Since 0.5 crashed, trying 1.5 to explore the space between the best working value (1) and 	2026-04-05T10:31:51.216964
radio_C_042_50d28585	ml_training	C	42	1856923212	1.821261	1.601946	0.219315	improved	5614.5	424.0	789	65	DEPTH=3		mirror	neutral	0.0000	de-escalating	39	0	mirror@session_baseline	1					Reducing depth from 6 to 4 gave significant improvement (+0.147181). Continue this trend by testing depth 3 to find the optimal shallow architecture that balances capacity and overfitting.	2026-04-05T10:39:03.913252
radio_A_043_7f29b2bb	ml_training	A	43	535460785	1.821261	0.000000	0.000000	crash	0.0	0.0	467	92	ASPECT_RATIO=0.75				0.0000		0	0		1					Previous runs show decreasing val_bpb as ASPECT_RATIO decreases from 64 to 1, but crashes at 0.5 and 1.5. Testing 0.75 to find the lower bound between working value 1 and crashing value 0.5.	2026-04-05T10:39:11.745612
radio_B_043_60d7e21a	ml_training	B	43	354036093	1.821261	1.834971	-0.013710	regressed	8458.5	605.2	761	85	UNEMBEDDING_LR=0.008				0.0000		0	0		1					Doubling unembedding LR from 0.004 to 0.008 to better balance learning rates across components, as embedding LR is much higher at 0.6 and recent experiments show the current setup may be undertrained 	2026-04-05T10:49:25.159349
radio_C_043_c561836f	ml_training	C	43	1014054247	1.821261	1.541425	0.279836	improved	4625.6	390.2	780	58	DEPTH=2		mirror	neutral	0.0000	resolved	40	0	mirror@session_baseline	1					Continuing the clear trend - each depth reduction (6→4→3) improved performance significantly (+0.147→+0.219), so pushing to minimum depth should maximize gains	2026-04-05T10:56:03.338498
radio_B_044_83bf28e9	ml_training	B	44	699487989	1.821261	1.862854	-0.041593	regressed	8458.5	605.7	764	55	MATRIX_LR=0.03				0.0000		0	0		1					Previous increase to 0.06 regressed performance, so trying a smaller decrease from baseline 0.04 to find optimal learning rate	2026-04-05T11:06:17.506144
radio_C_044_a3607d13	ml_training	C	44	1904760379	1.821261	1.853485	-0.032224	regressed	8458.5	605.1	779	56	MATRIX_LR=0.08		mirror	neutral	0.2496	stable	41	1	mirror@session_baseline	1					With depth reduced to 2, the model needs higher learning rates to compensate for reduced capacity - doubling matrix LR should accelerate convergence	2026-04-05T11:16:30.223614
radio_A_044_38f1306b	ml_training	A	44	1607662452	1.821261	1.534734	0.286527	improved	5535.3	415.1	469	65	ASPECT_RATIO=4				0.0000		0	0		1					Recent experiments show ASPECT_RATIO=1 and 2 both improved performance significantly, while values below 1 crashed. Testing 4 to continue exploring higher values that maintain stability.	2026-04-05T11:23:32.889201
radio_C_045_73784525	ml_training	C	45	755823728	1.821261	1.930975	-0.109714	regressed	8458.5	602.2	785	62	WARMUP_RATIO=0.1		mirror	neutral	0.3512	stable	42	2	mirror@session_baseline	1					With very shallow depth (2-3 layers work best), the model needs gentle warmup to stabilize training dynamics and avoid early optimization pitfalls that hurt validation performance	2026-04-05T11:33:43.298248
radio_B_045_42155585	ml_training	B	45	1177257204	1.821261	1.863421	-0.042160	regressed	8458.5	606.6	768	75	EMBEDDING_LR=0.4				0.0000		0	0		1					Recent experiments show matrix and unembedding LR changes hurt performance, suggesting current embedding LR of 0.6 may be too high. Reducing to 0.4 should improve gradient stability while maintaining 	2026-04-05T11:43:58.275843
radio_A_045_e91bc420	ml_training	A	45	241337518	1.821261	1.534785	0.286476	improved	5535.3	415.8	469	82	ASPECT_RATIO=8				0.0000		0	0		1					Both ASPECT_RATIO=1 and ASPECT_RATIO=4 showed significant improvements (~0.286), suggesting lower aspect ratios are beneficial. Testing ASPECT_RATIO=8 to continue this trend while staying in a safe ra	2026-04-05T11:51:01.954029
radio_A_046_31d107af	ml_training	A	46	374001087	1.821261	1.532855	0.288406	improved	5535.3	415.6	469	65	ASPECT_RATIO=16				0.0000		0	0		1					Continuing the trend from runs 44-45 where increasing ASPECT_RATIO from 4 to 8 improved performance, testing if further increase to 16 continues this improvement pattern	2026-04-05T11:58:05.476312
radio_C_046_bd7dc9b5	ml_training	C	46	308050645	1.821261	1.835286	-0.014025	regressed	8458.5	607.0	782	58	UNEMBEDDING_LR=0.008		mirror	neutral	0.4500	rising	43	3	mirror@session_baseline	1					Doubling unembedding LR to better balance with embedding LR - current ratio suggests output layer undertrained relative to input embeddings	2026-04-05T12:08:20.246533
radio_B_046_ceafd519	ml_training	B	46	1075633387	1.821261	1.855714	-0.034453	regressed	8458.5	594.7	768	72	SCALAR_LR=0.3				0.0000		0	0		1					Recent experiments show learning rate reductions generally hurt performance. SCALAR_LR at 0.5 is relatively high - reducing it moderately to 0.3 may provide better stability while maintaining sufficie	2026-04-05T12:18:22.573929
radio_B_047_3b785286	ml_training	B	47	1750706959	1.821261	1.931588	-0.110327	regressed	8458.5	603.6	767	57	WARMUP_RATIO=0.1				0.0000		0	0		1					All recent learning rate adjustments regressed performance, suggesting the optimization is unstable. Adding warmup should stabilize early training and improve convergence.	2026-04-05T12:28:33.869778
radio_C_047_e1736636	ml_training	C	47	1138943522	1.821261	1.539540	0.281721	improved	4625.6	388.8	795	51	DEPTH=2		mirror	neutral	0.0000	resolved	44	0	mirror@session_baseline	1					Clear trend shows decreasing depth improves performance - DEPTH=2 gave best delta of +0.279836, should adopt this winning configuration	2026-04-05T12:35:10.586193
radio_A_047_b0a97938	ml_training	A	47	1749284560	1.821261	1.658567	0.162694	improved	6979.8	471.3	467	59	ASPECT_RATIO=32				0.0000		0	0		1					Clear trend showing validation performance improves as ASPECT_RATIO increases from 4 to 8 to 16, so testing 32 to continue this progression	2026-04-05T12:43:09.733186
radio_A_048_4009b7d2	ml_training	A	48	287596272	1.821261	1.659635	0.161626	improved	6979.8	471.1	465	74	ASPECT_RATIO=24				0.0000		0	0		1					ASPECT_RATIO shows clear improvement from 4 to 16 (+0.288406), then drops at 32 (+0.162694). Testing 24 to find the peak between 16 and 32.	2026-04-05T12:51:09.086635
radio_B_048_a2c7385e	ml_training	B	48	314294266	1.821261	1.849256	-0.027995	regressed	8458.5	594.7	768	69	WEIGHT_DECAY=0.1				0.0000		0	0		1					Recent experiments show learning rate changes are regressing performance, suggesting the model may be overfitting. Reducing weight decay from 0.2 to 0.1 should provide better regularization balance.	2026-04-05T13:01:12.035037
radio_C_048_b13083f3	ml_training	C	48	2009712621	1.821261	1.540968	0.280293	improved	4625.6	388.6	792	66	DEPTH=2		mirror	neutral	0.0000	de-escalating	45	0	mirror@session_baseline	1					Reducing depth from 6 to 2 has consistently shown the largest improvements (+0.279836, +0.281721) across recent runs, indicating this shallower architecture is optimal for the current configuration	2026-04-05T13:07:48.671434
radio_C_049_e049f245	ml_training	C	49	1161195601	1.821261	1.602228	0.219033	improved	5614.5	424.7	787	48	DEPTH=3		mirror	neutral	0.0000	de-escalating	46	0	mirror@session_baseline	1					DEPTH=2 shows consistent major improvements (+0.28), testing if DEPTH=3 maintains gains while adding model capacity	2026-04-05T13:15:00.936303
radio_B_049_4efd0001	ml_training	B	49	139420876	1.821261	0.000000	0.000000	crash	0.0	900.0	765	64	DEPTH=8				0.0000		0	0		1					All recent learning rate and regularization changes have regressed performance, suggesting the model architecture may be the limiting factor. Increasing depth from 6 to 8 layers should improve model c	2026-04-05T13:30:05.606006
radio_A_049_1d6cc929	ml_training	A	49	457849457	1.821261	1.530749	0.290512	improved	5535.3	415.6	463	69	ASPECT_RATIO=20				0.0000		0	0		1					The trend shows diminishing improvements as ASPECT_RATIO increases from 24 to 32, suggesting the optimum is between 16-24. Testing 20 to find the peak performance in this range.	2026-04-05T13:37:08.742466
radio_A_050_bf8ec39c	ml_training	A	50	1500448194	1.821261	1.659674	0.161587	improved	6979.8	471.1	463	72	ASPECT_RATIO=28				0.0000		0	0		1					ASPECT_RATIO=24 gave best improvement (+0.161626), and ASPECT_RATIO=32 was close (+0.162694). Testing 28 to find the optimal point between these two values.	2026-04-05T13:45:07.504508
radio_C_050_456c2663	ml_training	C	50	871731829	1.821261	1.567210	0.254051	improved	6058.6	441.4	786	66	DEPTH=4		mirror	neutral	0.0000	de-escalating	47	0	mirror@session_baseline	1					Clear trend showing shallower networks perform better - DEPTH=2 gave +0.28 improvement, DEPTH=3 gave +0.22, so DEPTH=4 should continue this optimization trajectory	2026-04-05T13:52:36.284196
radio_B_050_92c22e33	ml_training	B	50	1843319544	1.821261	1.852892	-0.031631	regressed	8458.5	595.1	761	63	MATRIX_LR=0.06				0.0000		0	0		1					Recent experiments show decreasing learning rates hurt performance, so increasing MATRIX_LR from 0.04 to 0.06 may improve optimization while staying well within bounds	2026-04-05T14:02:38.771948
